trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
138,0,138,0,,231.40196490008384,231.40196490008384,0.0007478999905288219,[-0.07314814814814814],[0.03518518518518519],[1],[0],[0],[1.277963100001216],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
139,0,139,0,,232.68552810000256,232.68552810000256,0.0007072002626955509,[0.4009259259259259],[0.14444444444444443],[1],[0],[0],[1.0294070998206735],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
140,0,140,0,,233.71877920022234,233.71877920022234,0.0008068997412919998,[-0.05185185185185185],[0.29907407407407405],[1],[0],[0],[0.9795555998571217],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
141,0,141,0,,234.70190030010417,234.70190030010417,0.0011084000580012798,[0.36574074074074076],[-0.08611111111111111],[1],[0],[0],[1.0445640999823809],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
142,0,142,0,,235.75200900016353,235.75200900016353,0.0012432001531124115,[-0.30648148148148147],[0.04537037037037037],[1],[0],[0],[1.0949818999506533],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
143,0,143,0,,236.85191120021045,236.85191120021045,0.0006836000829935074,[0.05],[-0.1527777777777778],[1],[0],[0],[1.6132634999230504],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
144,0,144,0,,238.46875850018114,238.46875850018114,0.0011227000504732132,[0.22962962962962963],[0.3592592592592593],[1],[0],[0],[1.0779385003261268],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
145,0,145,0,,239.5520643000491,239.5520643000491,0.0011128000915050507,[-0.35833333333333334],[0.08611111111111111],[1],[0],[0],[1.394239000044763],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
146,0,146,0,,240.95194170018658,240.95194170018658,0.0007421998307108879,[-0.19444444444444445],[-0.4305555555555556],[1],[0],[0],[1.1799856000579894],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
147,0,147,0,,242.13509560003877,242.13509560003877,0.0012604002840816975,[-0.08888888888888889],[-0.2722222222222222],[1],[0],[0],[1.093129400163889],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
148,0,148,0,,243.23540579993278,243.23540579993278,0.0012722997926175594,[0.30185185185185187],[-0.07314814814814814],[1],[0],[0],[0.9424297004006803],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
149,0,149,0,,244.185261500068,244.185261500068,0.0008482998237013817,[-0.3314814814814815],[-0.43703703703703706],[1],[0],[0],[1.2127155000343919],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
150,0,150,0,,245.40195770002902,245.40195770002902,0.0008040997199714184,[-0.462037037037037],[0.36666666666666664],[1],[0],[0],[1.2129483995959163],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
151,0,151,0,,246.6186999999918,246.6186999999918,0.001116500236093998,[-0.1814814814814815],[-0.05555555555555555],[1],[0],[0],[1.0947038996964693],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
152,0,152,0,,247.71858459990472,247.71858459990472,0.0007517002522945404,[0.34444444444444444],[0.016666666666666666],[1],[0],[0],[1.4942791000939906],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
153,0,153,0,,249.2187069002539,249.2187069002539,0.0014225002378225327,[-0.2898148148148148],[-0.4222222222222222],[1],[0],[0],[1.4782977998256683],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
154,0,154,0,,250.70220499997959,250.70220499997959,0.000802299939095974,[0.225],[-0.37962962962962965],[1],[0],[0],[1.2118619000539184],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
155,0,155,0,,251.918481499888,251.918481499888,0.00086939986795187,[0.36944444444444446],[-0.15833333333333333],[1],[0],[0],[1.1617070999927819],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
156,0,156,0,,253.0851345998235,253.0851345998235,0.0008135000243782997,"[-0.37592592592592594, -0.362962962962963]","[0.49074074074074076, 0.4925925925925926]","[1, 1]","[0, 0]","[0, 0]","[2.897579099982977, 3.3469540998339653]",['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
157,0,157,0,,256.4350593001582,256.4350593001582,0.0012666997499763966,[0.4777777777777778],[0.31666666666666665],[1],[0],[0],[1.4280687998980284],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
158,0,158,0,,257.86830449989066,257.86830449989066,0.001474099699407816,"[0.33611111111111114, 0.3425925925925926]","[0.05648148148148148, -0.30648148148148147]","[1, 1]","[0, 0]","[0, 0]","[0.3791232001967728, 1.2779839998111129]",['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
159,0,159,0,,259.15193280018866,259.15193280018866,0.0008360003121197224,[0.34629629629629627],[-0.30185185185185187],[1],[0],[0],[0.7462410000152886],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
160,0,160,0,,259.90175070008263,259.90175070008263,0.0011279997415840626,[0.2222222222222222],[0.4648148148148148],[1],[0],[0],[1.093397400341928],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
161,0,161,0,,261.00206610001624,261.00206610001624,0.0009232000447809696,[0.08888888888888889],[0.23055555555555557],[1],[0],[0],[1.246466000098735],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
162,0,162,0,,262.2520877001807,262.2520877001807,0.0010197004303336143,[-0.15],[0.3638888888888889],[1],[0],[0],[1.160820999648422],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
163,0,163,0,,263.4186372002587,263.4186372002587,0.001286500133574009,"[-0.3148148148148148, -0.3148148148148148]","[-0.075, -0.11388888888888889]","[1, 1]","[0, 0]","[0, 0]","[0.8922151001170278, 1.32509950036183]",['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
164,0,164,0,,264.75206510024145,264.75206510024145,0.0006920001469552517,[-0.2972222222222222],[0.1824074074074074],[1],[0],[0],[0.7304968000389636],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
165,0,165,0,,265.4854545998387,265.4854545998387,0.000794299878180027,[0.08148148148148149],[0.48055555555555557],[1],[0],[0],[1.0940509997308254],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
166,0,166,0,,266.58499260013923,266.58499260013923,0.001068000216037035,[0.24166666666666667],[0.05],[1],[0],[0],[1.0473354998975992],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
167,0,167,0,,267.6353120999411,267.6353120999411,0.0011207000352442265,"[-0.4537037037037037, -0.42777777777777776]","[-0.4046296296296296, -0.3907407407407407]","[1, 1]","[0, 0]","[0, 0]","[1.2923181001096964, 1.844733899924904]",['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
168,0,168,0,,269.48548150015995,269.48548150015995,0.0012340000830590725,[0.040740740740740744],[-0.43703703703703706],[1],[0],[0],[1.1922641997225583],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
169,0,169,0,,270.68516550026834,270.68516550026834,0.0007825000211596489,[-0.2777777777777778],[0.32407407407407407],[1],[0],[0],[1.1802221997641027],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
170,0,170,0,,271.8685245998204,271.8685245998204,0.0007266001775860786,[-0.1111111111111111],[-0.4351851851851852],[1],[0],[0],[1.3133537997491658],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
171,0,171,0,,273.1854122001678,273.1854122001678,0.001260099932551384,[-0.2638888888888889],[0.27037037037037037],[1],[0],[0],[1.0110741998068988],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
172,0,172,0,,274.20219550002366,274.20219550002366,0.0008466998115181923,[-0.19074074074074074],[0.4777777777777778],[1],[0],[0],[1.2783074998296797],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
173,0,173,0,,275.4853282002732,275.4853282002732,0.0007684002630412579,[-0.41944444444444445],[0.15648148148148147],[1],[0],[0],[0.8463910003192723],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
174,0,174,0,,276.33563610026613,276.33563610026613,0.0007238001562654972,[-0.1361111111111111],[-0.2916666666666667],[1],[0],[0],[1.0939019001089036],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
175,0,175,0,,277.43525619991124,277.43525619991124,0.0009928001090884209,[-0.3638888888888889],[-0.2953703703703704],[1],[0],[0],[0.8943822998553514],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
176,0,176,0,,278.3352566999383,278.3352566999383,0.0007388000376522541,[0.27685185185185185],[-0.18333333333333332],[1],[0],[0],[1.0796591001562774],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
177,0,177,0,,279.41865970008075,279.41865970008075,0.0009221001528203487,[0.08055555555555556],[-0.016666666666666666],[1],[0],[0],[0.8777144998311996],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
178,0,178,0,,280.30197559995577,280.30197559995577,0.0009645000100135803,[-0.1638888888888889],[-0.27037037037037037],[1],[0],[0],[1.1443955996073782],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
179,0,179,0,,281.45182850025594,281.45182850025594,0.0007807998917996883,[0.20092592592592592],[0.49074074074074076],[1],[0],[0],[1.0464282999746501],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
180,0,180,0,,282.5019692000933,282.5019692000933,0.0008107000030577183,[0.2861111111111111],[-0.11018518518518519],[1],[0],[0],[1.0784474001266062],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
181,0,181,0,,283.5853975000791,283.5853975000791,0.0010718000121414661,[-0.3814814814814815],[-0.020370370370370372],[1],[0],[0],[1.0268540997058153],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
182,0,182,0,,284.61836740002036,284.61836740002036,0.0009836996905505657,[0.09259259259259259],[0.10277777777777777],[1],[0],[0],[1.012086700182408],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
183,0,183,0,,285.6354771000333,285.6354771000333,0.0006767995655536652,[-0.04722222222222222],[0.4166666666666667],[1],[0],[0],[0.8464041999541223],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
184,0,184,0,,286.4852388999425,286.4852388999425,0.0012094001285731792,[0.28425925925925927],[0.2101851851851852],[1],[0],[0],[0.6642161002382636],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
185,0,185,0,,287.1520140999928,287.1520140999928,0.0007667001336812973,[0.2361111111111111],[-0.18611111111111112],[1],[0],[0],[0.9245020002126694],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
186,0,186,0,,288.0848934999667,288.0848934999667,0.0007645003497600555,"[0.44166666666666665, 0.4444444444444444, 0.45740740740740743]","[0.10185185185185185, 0.10092592592592593, 0.10185185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.7308873999863863, 1.0975923999212682, 1.4795572999864817]",['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
187,0,187,0,,289.5682676001452,289.5682676001452,0.0008591003715991974,[-0.05277777777777778],[0.29444444444444445],[1],[0],[0],[0.9964437996968627],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
188,0,188,0,,290.5682691000402,290.5682691000402,0.0008249999955296516,[0.1787037037037037],[0.462037037037037],[1],[0],[0],[0.8961021001450717],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
189,0,189,0,,291.4684215998277,291.4684215998277,0.001002199947834015,[-0.3148148148148148],[-0.12407407407407407],[1],[0],[0],[1.0448320000432432],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
190,0,190,0,,292.5185365998186,292.5185365998186,0.0008279997855424881,[0.07685185185185185],[0.3333333333333333],[1],[0],[0],[0.8620912004262209],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
191,0,191,0,,293.3853890998289,293.3853890998289,0.0006752996705472469,[-0.12037037037037036],[-0.4009259259259259],[1],[0],[0],[0.9477657000534236],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
192,0,192,0,,294.3352931002155,294.3352931002155,0.0010403003543615341,[-0.018518518518518517],[0.4222222222222222],[1],[0],[0],[1.0270548001863062],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
193,0,193,0,,295.3686607000418,295.3686607000418,0.0007778997533023357,[0.44907407407407407],[-0.11481481481481481],[1],[0],[0],[1.0464406004175544],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
194,0,194,0,,296.41850550007075,296.41850550007075,0.000776700209826231,[0.4398148148148148],[-0.3472222222222222],[1],[0],[0],[1.0806111004203558],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
195,0,195,0,,297.5017496999353,297.5017496999353,0.0007187002338469028,[-0.023148148148148147],[0.5],[1],[0],[0],[1.02845189999789],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
196,0,196,0,,298.5354074998759,298.5354074998759,0.0008946000598371029,[0.30925925925925923],[0.5],[1],[0],[0],[0.9622336002066731],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
197,0,197,0,,299.50194500014186,299.50194500014186,0.0007388000376522541,[-0.08425925925925926],[-0.02962962962962963],[1],[0],[0],[1.0292496997863054],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
198,0,198,0,,300.53514940012246,300.53514940012246,0.000999900046736002,[0.4925925925925926],[0.19907407407407407],[1],[0],[0],[0.7778986999765038],['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
199,0,199,0,,301.3184810001403,301.3184810001403,0.0009027998894453049,"[0.3435185185185185, 0.33425925925925926]","[0.4361111111111111, 0.4083333333333333]","[1, 1]","[0, 0]","[0, 0]","[0.812463500071317, 1.1795437997207046]",['target'],795087,001,2023-09-30_19h21.00.078,visual search,2023.1.3,60.017164900125174,
